temp_C,soc,days,reported,predicted,error_pct,in_dist_error_pct,edge_error_pct
10.0,0.5,11.540833333333332,0.9965981743002018,0.9971405356883306,0.05442127048944647,0.05442127048944647,
25.0,0.0,11.540833333333332,1.000974350782839,0.994667329781128,-0.6300881732662192,-0.6300881732662192,
25.0,0.5,11.540833333333332,0.9971392010924836,0.99111221630188,-0.6044276249494879,-0.6044276249494879,
25.0,1.0,11.540833333333332,0.9857846292513288,0.985779546083008,-0.0005156469445744011,-0.0005156469445744011,
40.0,0.0,11.540833333333332,1.001769734205957,0.9851313746443476,-1.6608966106165752,-1.6608966106165752,
40.0,0.125,11.540833333333332,1.001399927537966,0.9851313746443476,-1.6245809936911042,-1.6245809936911042,
40.0,0.25,11.540833333333332,0.9957665751321484,0.9851313746443476,-1.0680415223205655,-1.0680415223205655,
40.0,0.375,11.540833333333332,0.9927974137846056,0.9851313746443476,-0.772165502631052,-0.772165502631052,
40.0,0.5,11.540833333333332,0.9949266867080409,0.9752189577405793,-1.9808222284869443,-1.9808222284869443,
40.0,0.625,11.540833333333332,0.9912694117431572,0.9752189577405793,-1.6191818099534607,-1.6191818099534607,
40.0,0.75,11.540833333333332,0.9838151276888816,0.9752189577405793,-0.8737586672910646,-0.8737586672910646,
40.0,0.875,11.540833333333332,0.9789860803276552,0.960350332384927,-1.9035763957431444,-1.9035763957431444,
40.0,1.0,11.540833333333332,0.980651067025102,0.960350332384927,-2.0701282365152793,-2.0701282365152793,
60.0,0.0,11.540833333333332,0.9967736557935458,0.949457237062523,-4.746957190933531,,-4.746957190933531
60.0,0.5,11.540833333333332,0.9774479056577974,0.9157620617708717,-6.31090859470538,,-6.31090859470538
60.0,1.0,11.540833333333332,0.9629752413631224,0.8652192988333948,-10.151449209779367,,-10.151449209779367
0.0,0.5,17.04125,0.9974794155319548,0.9984776081790641,0.10007150338805469,0.10007150338805469,
10.0,0.5,17.04125,0.995940170695786,0.9965253039557799,0.05875184847550512,0.05875184847550512,
25.0,0.0,17.04125,1.0004072218355533,0.9935199722412945,-0.6884446097482209,-0.6884446097482209,
25.0,0.5,17.04125,0.9958790271896132,0.9891999537354909,-0.6706711630398308,-0.6706711630398308,
25.0,1.0,17.04125,0.9826481366693748,0.9827199259767854,0.007305698218073377,0.007305698218073377,
40.0,0.0,17.04125,1.0008347802858288,0.9819322963761296,-1.8886717650140932,-1.8886717650140932,
40.0,0.125,17.04125,0.9995570948685722,0.9819322963761296,-1.7632608065035151,-1.7632608065035151,
40.0,0.25,17.04125,0.9938380601486084,0.9819322963761296,-1.1979581231472063,-1.1979581231472063,
40.0,0.375,17.04125,0.9902305559541652,0.9819322963761296,-0.8380128777221605,-0.8380128777221605,
40.0,0.5,17.04125,0.9919390639584604,0.9698871606268826,-2.2231106862126033,-2.2231106862126033,
40.0,0.625,17.04125,0.9884900410343024,0.9698871606268826,-1.8819491987956405,-1.8819491987956405,
40.0,0.75,17.04125,0.9808293876849364,0.9698871606268826,-1.115609625429442,-1.115609625429442,
40.0,0.875,17.04125,0.974729265908706,0.9518194570030122,-2.3503766334886658,-2.3503766334886658,
40.0,1.0,17.04125,0.9762535927149324,0.9518194570030122,-2.5028472001797817,-2.5028472001797817,
60.0,0.0,17.04125,0.9939405956729666,0.9385826437049394,-5.569543311644899,,-5.569543311644899
60.0,0.5,17.04125,0.9711616629327552,0.8976377395082322,-7.570719297391982,,-7.570719297391982
60.0,1.0,17.04125,0.9549131177308332,0.8362203832131716,-12.429689394121214,,-12.429689394121214
0.0,0.5,29.504583333333333,0.996626815334943,0.9979968177601384,0.1374639337528696,0.1374639337528696,
10.0,0.5,29.504583333333333,0.9946752214275812,0.9954279513926844,0.07567595420973496,0.07567595420973496,
